experiment,game,method,seed,budget,best_welfare,welfare_gap,cumulative_welfare_gap,payoff_dominant_found,first_hit_budget
restart_selection,stag_hunt,standard_pg,17,9,7.745110395501863,0.25488960449813725,6.062867670839472,1,2
restart_selection,stag_hunt,standard_pg,17,10,7.745110395501863,0.25488960449813725,6.317757275337609,1,2
restart_selection,stag_hunt,standard_pg,17,11,7.775276131237261,0.2247238687627391,6.542481144100348,1,2
restart_selection,stag_hunt,standard_pg,17,12,7.775276131237261,0.2247238687627391,6.767205012863087,1,2
restart_selection,stag_hunt,standard_pg,18,1,3.9692575295641275,4.0307424704358725,4.0307424704358725,0,13
restart_selection,stag_hunt,standard_pg,18,2,3.9692575295641275,4.0307424704358725,8.061484940871745,0,13
restart_selection,stag_hunt,standard_pg,18,3,3.9751000467317006,4.024899953268299,12.086384894140044,0,13
restart_selection,stag_hunt,standard_pg,18,4,3.9751000467317006,4.024899953268299,16.111284847408342,0,13
restart_selection,stag_hunt,standard_pg,18,5,3.9751000467317006,4.024899953268299,20.13618480067664,0,13
restart_selection,stag_hunt,standard_pg,18,6,7.787335356678726,0.21266464332127377,20.348849443997914,1,6
restart_selection,stag_hunt,standard_pg,18,7,7.787335356678726,0.21266464332127377,20.56151408731919,1,6
restart_selection,stag_hunt,standard_pg,18,8,7.787335356678726,0.21266464332127377,20.774178730640465,1,6
restart_selection,stag_hunt,standard_pg,18,9,7.787335356678726,0.21266464332127377,20.98684337396174,1,6
restart_selection,stag_hunt,standard_pg,18,10,7.787335356678726,0.21266464332127377,21.199508017283016,1,6
restart_selection,stag_hunt,standard_pg,18,11,7.787335356678726,0.21266464332127377,21.41217266060429,1,6
restart_selection,stag_hunt,standard_pg,18,12,7.787335356678726,0.21266464332127377,21.624837303925567,1,6
restart_selection,stag_hunt,standard_pg,19,1,7.6867579462046685,0.31324205379533154,0.31324205379533154,1,1
restart_selection,stag_hunt,standard_pg,19,2,7.764600661752577,0.2353993382474231,0.5486413920427546,1,1
restart_selection,stag_hunt,standard_pg,19,3,7.764600661752577,0.2353993382474231,0.7840407302901777,1,1
restart_selection,stag_hunt,standard_pg,19,4,7.764600661752577,0.2353993382474231,1.0194400685376008,1,1
restart_selection,stag_hunt,standard_pg,19,5,7.7739085412606865,0.22609145873931347,1.2455315272769143,1,1
restart_selection,stag_hunt,standard_pg,19,6,7.7739085412606865,0.22609145873931347,1.4716229860162278,1,1
restart_selection,stag_hunt,standard_pg,19,7,7.7739085412606865,0.22609145873931347,1.6977144447555412,1,1
restart_selection,stag_hunt,standard_pg,19,8,7.7739085412606865,0.22609145873931347,1.9238059034948547,1,1
restart_selection,stag_hunt,standard_pg,19,9,7.7739085412606865,0.22609145873931347,2.149897362234168,1,1
restart_selection,stag_hunt,standard_pg,19,10,7.7739085412606865,0.22609145873931347,2.3759888209734816,1,1
restart_selection,stag_hunt,standard_pg,19,11,7.7739085412606865,0.22609145873931347,2.602080279712795,1,1
restart_selection,stag_hunt,standard_pg,19,12,7.7739085412606865,0.22609145873931347,2.8281717384521086,1,1
restart_selection,stag_hunt,standard_pg,20,1,3.9713392814754536,4.028660718524547,4.028660718524547,0,13
restart_selection,stag_hunt,standard_pg,20,2,3.97365063984587,4.02634936015413,8.055010078678677,0,13
restart_selection,stag_hunt,standard_pg,20,3,7.738849091942735,0.2611509080572647,8.316160986735941,1,3
restart_selection,stag_hunt,standard_pg,20,4,7.738849091942735,0.2611509080572647,8.577311894793205,1,3
restart_selection,stag_hunt,standard_pg,20,5,7.738849091942735,0.2611509080572647,8.838462802850469,1,3
restart_selection,stag_hunt,standard_pg,20,6,7.738849091942735,0.2611509080572647,9.099613710907732,1,3
restart_selection,stag_hunt,standard_pg,20,7,7.738849091942735,0.2611509080572647,9.360764618964996,1,3
restart_selection,stag_hunt,standard_pg,20,8,7.738849091942735,0.2611509080572647,9.62191552702226,1,3
restart_selection,stag_hunt,standard_pg,20,9,7.738849091942735,0.2611509080572647,9.883066435079524,1,3
restart_selection,stag_hunt,standard_pg,20,10,7.738849091942735,0.2611509080572647,10.144217343136788,1,3
restart_selection,stag_hunt,standard_pg,20,11,7.738849091942735,0.2611509080572647,10.405368251194052,1,3
restart_selection,stag_hunt,standard_pg,20,12,7.738849091942735,0.2611509080572647,10.666519159251315,1,3
restart_selection,stag_hunt,standard_pg,21,1,3.971494633351546,4.028505366648454,4.028505366648454,0,13
restart_selection,stag_hunt,standard_pg,21,2,3.971494633351546,4.028505366648454,8.057010733296908,0,13
