label,method,schedule,seed,final_coop_min,second_half_coop_mean,second_half_coop_std,success,final_lambda
pg,standard_pg,constant,23,0.0013508688122004222,0.0017344015337968576,0.0002712586941947356,0,0.0
pg,standard_pg,constant,24,0.001389413428172035,0.0018000085345611916,0.00029211389658456157,0,0.0
pg,standard_pg,constant,25,0.0013609502992654634,0.001754893276897546,0.00027760274463116814,0,0.0
pg,standard_pg,constant,26,0.0014076693846596104,0.0018381086201983419,0.0003081059339174555,0,0.0
pg,standard_pg,constant,27,0.0013462754007497444,0.0017323549857572117,0.0002733573481821716,0,0.0
pg,standard_pg,constant,28,0.9972012575323961,0.9962517960189581,0.0006861742350856606,1,0.0
pg,standard_pg,constant,29,0.0013595579547087079,0.0017538960244360396,0.0002789047623051451,0,0.0
pg,standard_pg,constant,30,0.0013495114899018735,0.0017334548743727352,0.00027285302288576645,0,0.0
pg,standard_pg,constant,31,0.001379042375385574,0.0017882761273221566,0.00029139103420761293,0,0.0
pg,standard_pg,constant,32,0.9971665717766207,0.9962389190576226,0.0006181723456123796,1,0.0
pg,standard_pg,constant,33,0.001351304618738753,0.0017408974302546504,0.00027610876550666804,0,0.0
pg,standard_pg,constant,34,0.9974285569652427,0.9965178967354426,0.0006021564954454047,1,0.0
pg,standard_pg,constant,35,0.997199084116892,0.9963642087632796,0.000591439204343767,1,0.0
pg,standard_pg,constant,36,0.0013695388685904693,0.0017719520956725602,0.0002860453527150839,0,0.0
pg,standard_pg,constant,37,0.9968336260046227,0.9956928613337521,0.000775827461575497,1,0.0
pg,standard_pg,constant,38,0.0013570244165849136,0.001750629115175931,0.00027920123127826366,0,0.0
pg,standard_pg,constant,39,0.996942982005244,0.9959090347276521,0.0006894517182481688,1,0.0
pg,standard_pg,constant,40,0.001371305559884573,0.0017719621919443556,0.00028429618505317224,0,0.0
pg,standard_pg,constant,41,0.9973501394573578,0.9965772255141553,0.0005032805102204584,1,0.0
pg,standard_pg,constant,42,0.0013613354336367565,0.0017515438076985163,0.0002761193059555334,0,0.0
pg,standard_pg,constant,43,0.0013342523255141727,0.0017088380213317752,0.0002642924347100717,0,0.0
pg,standard_pg,constant,44,0.0013863309063331288,0.0018009120656280072,0.00029563569613580925,0,0.0
pg,standard_pg,constant,45,0.0013552880183828587,0.001746805454126205,0.00027681038940930363,0,0.0
pg,standard_pg,constant,46,0.001394451031268333,0.0018150581257890734,0.0003003114998515098,0,0.0
pg,standard_pg,constant,47,0.001355621543078662,0.0017481982928942853,0.0002784192695475042,0,0.0
pg,standard_pg,constant,48,0.9972884221860884,0.9964190996944989,0.0006501708571512107,1,0.0
pg,standard_pg,constant,49,0.0013669784457588162,0.0017630121263723362,0.00027902970850160404,0,0.0
pg,standard_pg,constant,50,0.0013683536607274314,0.0017698899828816055,0.00028541749622939085,0,0.0
pg,standard_pg,constant,51,0.9968293697749528,0.9957718766316126,0.0007265759778556141,1,0.0
pg,standard_pg,constant,52,0.0013601614831047029,0.0017560944803168472,0.0002810239993852186,0,0.0
pg,standard_pg,constant,53,0.0013745592074562326,0.0017806199473011774,0.0002888862218380417,0,0.0
pg,standard_pg,constant,54,0.0013749836338360335,0.0017803089159372355,0.0002874426117157371,0,0.0
pg,standard_pg,constant,55,0.0013627889079149635,0.0017604389528935859,0.00028237244192067255,0,0.0
pg,standard_pg,constant,56,0.001342303633844078,0.0017240658358652437,0.0002690245319333253,0,0.0
pg,standard_pg,constant,57,0.9971419482851074,0.9963478822721262,0.0006072032967687622,1,0.0
pg,standard_pg,constant,58,0.001370779988596984,0.0017713900544983124,0.0002833443538662807,0,0.0
pg,standard_pg,constant,59,0.001323290300100149,0.0016907352074255083,0.0002585709939741876,0,0.0
pg,standard_pg,constant,60,0.0013889990181121918,0.0018055905232456384,0.00029716815250458014,0,0.0
pg,standard_pg,constant,61,0.9969024501231843,0.9959736986203341,0.0006417755184895995,1,0.0
pg,standard_pg,constant,62,0.001424367009052343,0.0018675452082019546,0.00031808910178818603,0,0.0
