experiment,game,method,seed,success,final_reward_mean,final_coop_min,final_coop_mean
ablation,stag_hunt,meta_pg,97,0,1.9920801535676858,0.008059087427144701,0.008117518510021574
ablation,stag_hunt,meta_pg,98,0,1.9930935986263738,0.007008361140095614,0.00705574526144467
ablation,stag_hunt,meta_pg,99,0,1.9930899460537839,0.0068434160010261156,0.007059420214030792
ablation,stag_hunt,lola_style,0,0,1.992873604024157,0.007276512283463168,0.007285637256758791
ablation,stag_hunt,lola_style,1,0,1.9928904843837136,0.007122494687989229,0.0072679201609810486
ablation,stag_hunt,lola_style,2,1,3.921231580986963,0.9828785540605018,0.9840954314921504
ablation,stag_hunt,lola_style,3,1,3.9301569280965545,0.98577832189125,0.9859123187343375
ablation,stag_hunt,lola_style,4,1,3.930100544644965,0.9854008171674848,0.9859009897790516
ablation,stag_hunt,lola_style,5,1,3.9403616955396195,0.9872339233783178,0.9879860779561032
ablation,stag_hunt,lola_style,6,1,3.9192096768577667,0.9836531955662224,0.9836821729883385
ablation,stag_hunt,lola_style,7,0,1.9926694375427858,0.007492014666503729,0.007499279895726965
ablation,stag_hunt,lola_style,8,0,1.992957902517168,0.007079517871606573,0.007197466311233006
ablation,stag_hunt,lola_style,9,0,1.993017003101471,0.006975225456605181,0.007135673162579189
ablation,stag_hunt,lola_style,10,1,3.931447346236758,0.9857944482227674,0.986174875644295
ablation,stag_hunt,lola_style,11,0,1.9933142447394263,0.006542824427281828,0.006825268819442386
ablation,stag_hunt,lola_style,12,0,1.9912750301091293,0.008953881586221834,0.008966144691612544
ablation,stag_hunt,lola_style,13,1,3.936005201266312,0.9845086858511052,0.98710532213491
ablation,stag_hunt,lola_style,14,0,1.9934457792061053,0.00651723002972106,0.006688334415523856
ablation,stag_hunt,lola_style,15,0,1.9932857027893105,0.0066293614362153246,0.00685512241667149
ablation,stag_hunt,lola_style,16,0,1.992287953604882,0.007827193722317325,0.007899224051878118
ablation,stag_hunt,lola_style,17,0,1.9920737855858568,0.00807843427129563,0.008124216822977474
ablation,stag_hunt,lola_style,18,1,3.8548161306545037,0.9701875734374613,0.9704389506624438
ablation,stag_hunt,lola_style,19,0,1.9927442136722795,0.0074027864939595735,0.0074209990116247205
ablation,stag_hunt,lola_style,20,0,1.9920462772720615,0.008123130591117031,0.008153141158276292
ablation,stag_hunt,lola_style,21,1,3.9165397792018135,0.9827453645889583,0.9831374405273056
ablation,stag_hunt,lola_style,22,1,3.901390742506095,0.9794546447593552,0.9800392957631172
ablation,stag_hunt,lola_style,23,0,1.9924352235007032,0.007699022934374323,0.0077447119252609786
ablation,stag_hunt,lola_style,24,1,3.9028553659498613,0.979980330220085,0.9803392227756528
ablation,stag_hunt,lola_style,25,0,1.9880689865613246,0.012384987720012897,0.012391674062789338
ablation,stag_hunt,lola_style,26,0,1.9917484660304248,0.008459983450029084,0.008466582917830003
ablation,stag_hunt,lola_style,27,0,1.9910210483729038,0.009215746631211238,0.009234794846143873
ablation,stag_hunt,lola_style,28,1,3.915295198064974,0.9820258603558835,0.9828837005221562
